Flight,Time,Destination,Carrier,Terminal,Gate,Status,Duration
LH8296,04:55,Johannesburg,Lufthansa,,,Scheduled,01:50
FR1568,06:05,Las Palmas,Ryanair,,,Scheduled,01:50
TP0573,06:10,Lisbon,TAP Portugal,,,Scheduled,01:50
S48761,06:10,Lisbon,Azores Airlines,,,Scheduled,01:50
LH6994,06:10,Lisbon,Lufthansa,,,Scheduled,01:50
AD7205,06:10,Lisbon,Azul,,,Scheduled,01:50
LH0092,06:15,Munich,Lufthansa,,,Scheduled,01:50
ET1571,06:15,Munich,Ethiopian Airlines,,,Scheduled,01:50
LH0172,06:15,Berlin,Lufthansa,,,Scheduled,01:50
ET1579,06:15,Berlin,Ethiopian Airlines,,,Scheduled,01:50
FR4184,06:15,Agadir,Ryanair,,,Scheduled,01:50
FR1530,06:25,Athens,Ryanair,,,Scheduled,01:50
LH0002,06:30,Hamburg,Lufthansa,,,Scheduled,01:50
NH6213,06:30,Hamburg,ANA,,,Scheduled,01:50
CA6019,06:30,Hamburg,Air China,,,Scheduled,01:50
FR1536,06:30,Porto,Ryanair,,,Scheduled,01:50
LH0800,06:35,Stockholm,Lufthansa,,,Scheduled,01:50
UA9346,06:35,Stockholm,United Airlines,,,Scheduled,01:50
SK3670,06:35,Stockholm,SAS,,,Scheduled,01:50
NH6191,06:35,Stockholm,ANA,,,Scheduled,01:50
ET1601,06:35,Stockholm,Ethiopian Airlines,,,Scheduled,01:50
LH1182,06:35,Zurich,Lufthansa,,,Scheduled,01:50
UA9024,06:35,Zurich,United Airlines,,,Scheduled,01:50
NH6249,06:35,Zurich,ANA,,,Scheduled,01:50
LX3613,06:35,Zurich,SWISS,,,Scheduled,01:50
ET1584,06:35,Zurich,Ethiopian Airlines,,,Scheduled,01:50
CA6069,06:35,Zurich,Air China,,,Scheduled,01:50
LH1026,06:40,Paris,Lufthansa,,,Scheduled,01:50
UA9353,06:40,Paris,United Airlines,,,Scheduled,01:50
NH5871,06:40,Paris,ANA,,,Scheduled,01:50
LH1280,06:40,Athens,Lufthansa,,,Scheduled,01:50
UA9597,06:40,Athens,United Airlines,,,Scheduled,01:50
A31837,06:40,Athens,Aegean Airlines,,,Scheduled,01:50
FR0381,06:40,Dublin,Ryanair,,,Scheduled,01:50
LH0170,06:45,Berlin,Lufthansa,,,Scheduled,01:50
CA6003,06:45,Berlin,Air China,,,Scheduled,01:50
UA8990,06:45,Berlin,United Airlines,,,Scheduled,01:50
NH6209,06:45,Berlin,ANA,,,Scheduled,01:50
LH0046,06:50,Hanover,Lufthansa,,,Scheduled,01:50
UA8806,06:50,Hanover,United Airlines,,,Scheduled,01:50
NH6225,06:50,Hanover,ANA,,,Scheduled,01:50
CA6053,06:50,Hanover,Air China,,,Scheduled,01:50
LH0350,06:50,Bremen,Lufthansa,,,Scheduled,01:50
UA8880,06:50,Bremen,United Airlines,,,Scheduled,01:50
NH6219,06:50,Bremen,ANA,,,Scheduled,01:50
CA6201,06:50,Bremen,Air China,,,Scheduled,01:50
AF1019,06:50,Paris,Air France,,,Scheduled,01:50
KQ3025,06:50,Paris,Kenya Airways,,,Scheduled,01:50
CZ7078,06:50,Paris,China Southern Airlines,,,Scheduled,01:50
G38530,06:50,Paris,Gol,,,Scheduled,01:50
9W6982,06:50,Paris,Jet Airways (India),,,Scheduled,01:50
VN3131,06:50,Paris,Vietnam Airlines,,,Scheduled,01:50
AM6018,06:50,Paris,Aeromexico,,,Scheduled,01:50
DL8389,06:50,Paris,Delta Air Lines,,,Scheduled,01:50
LH1232,06:50,Vienna,Lufthansa,,,Scheduled,01:50
UA9372,06:50,Vienna,United Airlines,,,Scheduled,01:50
OS7260,06:50,Vienna,Austrian,,,Scheduled,01:50
NH6157,06:50,Vienna,ANA,,,Scheduled,01:50
ET1581,06:50,Vienna,Ethiopian Airlines,,,Scheduled,01:50
KL1762,06:55,Amsterdam,KLM,,,Scheduled,01:50
MU6204,06:55,Amsterdam,China Eastern Airlines,,,Scheduled,01:50
MF9684,06:55,Amsterdam,Xiamen Airlines,,,Scheduled,01:50
KQ1762,06:55,Amsterdam,Kenya Airways,,,Scheduled,01:50
GA9084,06:55,Amsterdam,Garuda Indonesia,,,Scheduled,01:50
G38565,06:55,Amsterdam,Gol,,,Scheduled,01:50
DL9449,06:55,Amsterdam,Delta Air Lines,,,Scheduled,01:50
CZ7651,06:55,Amsterdam,China Southern Airlines,,,Scheduled,01:50
9W8857,06:55,Amsterdam,Jet Airways (India),,,Scheduled,01:50
LH0204,06:55,Dresden,Lufthansa,,,Scheduled,01:50
UA9414,06:55,Dresden,United Airlines,,,Scheduled,01:50
NH6221,06:55,Dresden,ANA,,,Scheduled,01:50
CA6045,06:55,Dresden,Air China,,,Scheduled,01:50
LH0866,06:55,Oslo,Lufthansa,,,Scheduled,01:50
UA8737,06:55,Oslo,United Airlines,,,Scheduled,01:50
SK3622,06:55,Oslo,SAS,,,Scheduled,01:50
NH6187,06:55,Oslo,ANA,,,Scheduled,01:50
ET1573,06:55,Oslo,Ethiopian Airlines,,,Scheduled,01:50
LH1346,06:55,Warsaw,Lufthansa,,,Scheduled,01:50
UA9206,06:55,Warsaw,United Airlines,,,Scheduled,01:50
NH5885,06:55,Warsaw,ANA,,,Scheduled,01:50
ET1606,06:55,Warsaw,Ethiopian Airlines,,,Scheduled,01:50
BA8731,07:00,London,British Airways,,,Scheduled,01:50
LH0924,07:00,London,Lufthansa,,,Scheduled,01:50
UA8809,07:00,London,United Airlines,,,Scheduled,01:50
NH6233,07:00,London,ANA,,,Scheduled,01:50
LH0230,07:00,Rome,Lufthansa,,,Scheduled,01:50
UA8800,07:00,Rome,United Airlines,,,Scheduled,01:50
NH6153,07:00,Rome,ANA,,,Scheduled,01:50
LO0384,07:00,Warsaw,LOT - Polish Airlines,,,Scheduled,01:50
NH6719,07:00,Warsaw,ANA,,,Scheduled,01:50
LH0154,07:00,Leipzig/Halle,Lufthansa,,,Scheduled,01:50
UA9578,07:00,Leipzig/Halle,United Airlines,,,Scheduled,01:50
NH6227,07:00,Leipzig/Halle,ANA,,,Scheduled,01:50
CA6081,07:00,Leipzig/Halle,Air China,,,Scheduled,01:50
LH1212,07:00,Geneva,Lufthansa,,,Scheduled,01:50
UA9092,07:00,Geneva,United Airlines,,,Scheduled,01:50
NH6179,07:00,Geneva,ANA,,,Scheduled,01:50
TG7694,07:00,Geneva,Thai Airways International,,,Scheduled,01:50
CA6047,07:00,Geneva,Air China,,,Scheduled,01:50
LX3661,07:00,Geneva,SWISS,,,Scheduled,01:50
ET1660,07:00,Geneva,Ethiopian Airlines,,,Scheduled,01:50
FR1686,07:00,London,Ryanair,,,Scheduled,01:50
LH0004,07:00,Hamburg,Lufthansa,,,Scheduled,01:50
UA8986,07:00,Hamburg,United Airlines,,,Scheduled,01:50
TG7944,07:00,Hamburg,Thai Airways International,,,Scheduled,01:50
LH0126,07:05,Stuttgart,Lufthansa,,,Scheduled,01:50
UA8960,07:05,Stuttgart,United Airlines,,,Scheduled,01:50
TG7964,07:05,Stuttgart,Thai Airways International,,,Scheduled,01:50
NH6217,07:05,Stuttgart,ANA,,,Scheduled,01:50
CA6063,07:05,Stuttgart,Air China,,,Scheduled,01:50
LH0986,07:05,Amsterdam,Lufthansa,,,Scheduled,01:50
UA9147,07:05,Amsterdam,United Airlines,,,Scheduled,01:50
TG7652,07:05,Amsterdam,Thai Airways International,,,Scheduled,01:50
NH5410,07:05,Amsterdam,ANA,,,Scheduled,01:50
ET1670,07:05,Amsterdam,Ethiopian Airlines,,,Scheduled,01:50
LH0926,07:05,London,Lufthansa,,,Scheduled,01:50
NH6235,07:05,London,ANA,,,Scheduled,01:50
LH0812,07:10,Gothenburg,Lufthansa,,,Scheduled,01:50
UA9531,07:10,Gothenburg,United Airlines,,,Scheduled,01:50
SK3600,07:10,Gothenburg,SAS,,,Scheduled,01:50
NH5406,07:10,Gothenburg,ANA,,,Scheduled,01:50
ET1565,07:10,Gothenburg,Ethiopian Airlines,,,Scheduled,01:50
LH0140,07:10,Nuremberg,Lufthansa,,,Scheduled,01:50
UA8740,07:10,Nuremberg,United Airlines,,,Scheduled,01:50
TG7674,07:10,Nuremberg,Thai Airways International,,,Scheduled,01:50
NH6231,07:10,Nuremberg,ANA,,,Scheduled,01:50
CX6721,07:10,Nuremberg,Cathay Pacific,,,Scheduled,01:50
CA6073,07:10,Nuremberg,Air China,,,Scheduled,01:50
LH0248,07:10,Milan,Lufthansa,,,Scheduled,01:50
UA9136,07:10,Milan,United Airlines,,,Scheduled,01:50
NH6155,07:10,Milan,ANA,,,Scheduled,01:50
ET1572,07:10,Milan,Ethiopian Airlines,,,Scheduled,01:50
LH1124,07:10,Barcelona,Lufthansa,,,Scheduled,01:50
UA8804,07:10,Barcelona,United Airlines,,,Scheduled,01:50
TG7654,07:10,Barcelona,Thai Airways International,,,Scheduled,01:50
NH5441,07:10,Barcelona,ANA,,,Scheduled,01:50
ET1557,07:10,Barcelona,Ethiopian Airlines,,,Scheduled,01:50
CA6291,07:10,Barcelona,Air China,,,Scheduled,01:50
X36102,07:10,Hurghada,TUIfly,,,Scheduled,01:50
LH0094,07:15,Munich,Lufthansa,,,Scheduled,01:50
TG7932,07:15,Munich,Thai Airways International,,,Scheduled,01:50
SA7500,07:15,Munich,South African Airways,,,Scheduled,01:50
CX6717,07:15,Munich,Cathay Pacific,,,Scheduled,01:50
NH6215,07:15,Munich,ANA,,,Scheduled,01:50
CA6101,07:15,Munich,Air China,,,Scheduled,01:50
UA8948,07:15,Munich,United Airlines,,,Scheduled,01:50
LH0072,07:15,Dusseldorf,Lufthansa,,,Scheduled,01:50
SA7502,07:15,Dusseldorf,South African Airways,,,Scheduled,01:50
NH6210,07:15,Dusseldorf,ANA,,,Scheduled,01:50
TG7952,07:15,Dusseldorf,Thai Airways International,,,Scheduled,01:50
UA9342,07:15,Dusseldorf,United Airlines,,,Scheduled,01:50
ET1563,07:15,Dusseldorf,Ethiopian Airlines,,,Scheduled,01:50
CA6037,07:15,Dusseldorf,Air China,,,Scheduled,01:50
LH8404,07:20,Shanghai,Lufthansa,,,Scheduled,01:50
LH0390,07:20,Luxembourg,Lufthansa,,,Scheduled,01:50
UA9506,07:20,Luxembourg,United Airlines,,,Scheduled,01:50
NH7874,07:20,Luxembourg,ANA,,,Scheduled,01:50
LG1910,07:20,Luxembourg,Luxair,,,Scheduled,01:50
LH1004,07:25,Brussels,Lufthansa,,,Scheduled,01:50
SQ2038,07:25,Brussels,Singapore Airlines,,,Scheduled,01:50
UA9492,07:25,Brussels,United Airlines,,,Scheduled,01:50
TG7696,07:25,Brussels,Thai Airways International,,,Scheduled,01:50
SN7016,07:25,Brussels,Brussels Airlines,,,Scheduled,01:50
SA7836,07:25,Brussels,South African Airways,,,Scheduled,01:50
NH6169,07:25,Brussels,ANA,,,Scheduled,01:50
ET1559,07:25,Brussels,Ethiopian Airlines,,,Scheduled,01:50
CX6705,07:25,Brussels,Cathay Pacific,,,Scheduled,01:50
CA6119,07:25,Brussels,Air China,,,Scheduled,01:50
BA0901,07:30,London,British Airways,,,Scheduled,01:50
AA6577,07:30,London,American Airlines,,,Scheduled,01:50
U25540,07:30,Berlin,easyJet,,,Scheduled,01:50
LH0952,07:35,Birmingham,Lufthansa,,,Scheduled,01:50
AC9607,07:35,Birmingham,Air Canada,,,Scheduled,01:50
UA8991,07:35,Birmingham,United Airlines,,,Scheduled,01:50
SQ2148,07:35,Birmingham,Singapore Airlines,,,Scheduled,01:50
NH6241,07:35,Birmingham,ANA,,,Scheduled,01:50
QR8224,07:40,Doha,Qatar Airways,,,Scheduled,01:50
TK1598,07:45,Istanbul,Turkish Airlines,,,Scheduled,01:50
UA6906,07:45,Istanbul,United Airlines,,,Scheduled,01:50
FR1534,07:45,Lisbon,Ryanair,,,Scheduled,01:50
LH0174,07:45,Berlin,Lufthansa,,,Scheduled,01:50
SQ2018,07:45,Berlin,Singapore Airlines,,,Scheduled,01:50
SA7512,07:45,Berlin,South African Airways,,,Scheduled,01:50
CX6701,07:45,Berlin,Cathay Pacific,,,Scheduled,01:50
TG7938,07:45,Berlin,Thai Airways International,,,Scheduled,01:50
AC9117,07:45,Berlin,Air Canada,,,Scheduled,01:50
IB3127,07:45,Madrid,Iberia,,,Scheduled,01:50
JL6950,07:45,Madrid,JAL,,,Scheduled,01:50
AA8790,07:45,Madrid,American Airlines,,,Scheduled,01:50
OS0128,07:50,Vienna,Austrian,,,Scheduled,01:50
AC6216,07:50,Vienna,Air Canada,,,Scheduled,01:50
TG7208,07:50,Vienna,Thai Airways International,,,Scheduled,01:50
NH6333,07:50,Vienna,ANA,,,Scheduled,01:50
LH6332,07:50,Vienna,Lufthansa,,,Scheduled,01:50
CX6673,07:50,Vienna,Cathay Pacific,,,Scheduled,01:50
LH0900,07:55,London,Lufthansa,,,Scheduled,01:50
UA8818,07:55,London,United Airlines,,,Scheduled,01:50
LH1184,08:00,Zurich,Lufthansa,,,Scheduled,01:50
SA7583,08:00,Zurich,South African Airways,,,Scheduled,01:50
LX3601,08:00,Zurich,SWISS,,,Scheduled,01:50
UA9032,08:00,Zurich,United Airlines,,,Scheduled,01:50
AC9000,08:00,Zurich,Air Canada,,,Scheduled,01:50
LH0006,08:00,Hamburg,Lufthansa,,,Scheduled,01:50
AC9139,08:00,Hamburg,Air Canada,,,Scheduled,01:50
SQ2012,08:00,Hamburg,Singapore Airlines,,,Scheduled,01:50
SA7504,08:00,Hamburg,South African Airways,,,Scheduled,01:50
CX6713,08:00,Hamburg,Cathay Pacific,,,Scheduled,01:50
LH0824,08:00,Copenhagen,Lufthansa,,,Scheduled,01:50
AC9422,08:00,Copenhagen,Air Canada,,,Scheduled,01:50
UA9012,08:00,Copenhagen,United Airlines,,,Scheduled,01:50
SA7578,08:00,Copenhagen,South African Airways,,,Scheduled,01:50
SK3626,08:00,Copenhagen,SAS,,,Scheduled,01:50
NH6183,08:00,Copenhagen,ANA,,,Scheduled,01:50
EY4175,08:00,Copenhagen,Etihad Airways,,,Scheduled,01:50
ET1561,08:00,Copenhagen,Ethiopian Airlines,,,Scheduled,01:50
LH0940,08:05,Manchester,Lufthansa,,,Scheduled,01:50
UA9548,08:05,Manchester,United Airlines,,,Scheduled,01:50
SA7508,08:05,Manchester,South African Airways,,,Scheduled,01:50
NH6237,08:05,Manchester,ANA,,,Scheduled,01:50
OS0252,08:05,Graz,Austrian,,,Scheduled,01:50
LH1576,08:05,Graz,Lufthansa,,,Scheduled,01:50
LH0308,08:05,Florence,Lufthansa,,,Scheduled,01:50
AC9664,08:05,Florence,Air Canada,,,Scheduled,01:50
UA8794,08:05,Florence,United Airlines,,,Scheduled,01:50
NH6203,08:05,Florence,ANA,,,Scheduled,01:50
CA6192,08:05,Florence,Air China,,,Scheduled,01:50
X36188,08:10,Luxor,TUIfly,,,Scheduled,01:50
LH1058,08:15,Nice,Lufthansa,,,Scheduled,01:50
UA9200,08:15,Nice,United Airlines,,,Scheduled,01:50
SQ2100,08:15,Nice,Singapore Airlines,,,Scheduled,01:50
NH5416,08:15,Nice,ANA,,,Scheduled,01:50
AC9372,08:15,Nice,Air Canada,,,Scheduled,01:50
LH0038,08:15,Berlin,Lufthansa,,,Scheduled,01:50
UA8721,08:15,Berlin,United Airlines,,,Scheduled,01:50
AC9502,08:15,Berlin,Air Canada,,,Scheduled,01:50
P3A841,08:15,Chicago,Cargologicair,,,Scheduled,01:50
LH0096,08:15,Munich,Lufthansa,,,Scheduled,01:50
UA8767,08:15,Munich,United Airlines,,,Scheduled,01:50
SQ2016,08:15,Munich,Singapore Airlines,,,Scheduled,01:50
AC9415,08:15,Munich,Air Canada,,,Scheduled,01:50
SQ0026,08:20,New York,Singapore Airlines,,,Scheduled,01:50
LH0296,08:25,Turin,Lufthansa,,,Scheduled,01:50
UA8792,08:25,Turin,United Airlines,,,Scheduled,01:50
NH6163,08:25,Turin,ANA,,,Scheduled,01:50
LG1409,08:25,Turin,Luxair,,,Scheduled,01:50
CA6205,08:25,Turin,Air China,,,Scheduled,01:50
AC9528,08:25,Turin,Air Canada,,,Scheduled,01:50
DE1502,08:30,Palma Mallorca,Condor,,,Scheduled,01:50
UA0945,08:30,Chicago,United Airlines,,,Scheduled,01:50
LH9152,08:30,Chicago,Lufthansa,,,Scheduled,01:50
AC5983,08:30,Chicago,Air Canada,,,Scheduled,01:50
LH0306,08:30,Catania,Lufthansa,,,Scheduled,01:50
U25542,08:30,Berlin,easyJet,,,Scheduled,01:50
LH1086,08:35,Marseille,Lufthansa,,,Scheduled,01:50
UA9104,08:35,Marseille,United Airlines,,,Scheduled,01:50
SQ2092,08:35,Marseille,Singapore Airlines,,,Scheduled,01:50
NH5873,08:35,Marseille,ANA,,,Scheduled,01:50
ET1570,08:35,Marseille,Ethiopian Airlines,,,Scheduled,01:50
AC9410,08:35,Marseille,Air Canada,,,Scheduled,01:50
LH1364,08:35,Krakow,Lufthansa,,,Scheduled,01:50
LO5400,08:35,Krakow,LOT - Polish Airlines,,,Scheduled,01:50
UA9385,08:35,Krakow,United Airlines,,,Scheduled,01:50
NH5889,08:35,Krakow,ANA,,,Scheduled,01:50
AC9064,08:35,Krakow,Air Canada,,,Scheduled,01:50
DE1402,08:35,Puerto del Rosario,Condor,,,Scheduled,01:50
LH0176,08:45,Berlin,Lufthansa,,,Scheduled,01:50
AC9058,08:45,Berlin,Air Canada,,,Scheduled,01:50
LH1334,08:45,Budapest,Lufthansa,,,Scheduled,01:50
AC9109,08:45,Budapest,Air Canada,,,Scheduled,01:50
UA9006,08:45,Budapest,United Airlines,,,Scheduled,01:50
TG7688,08:45,Budapest,Thai Airways International,,,Scheduled,01:50
SQ2140,08:45,Budapest,Singapore Airlines,,,Scheduled,01:50
NH5465,08:45,Budapest,ANA,,,Scheduled,01:50
ET1560,08:45,Budapest,Ethiopian Airlines,,,Scheduled,01:50
CX6707,08:45,Budapest,Cathay Pacific,,,Scheduled,01:50
LH0282,08:45,Bologna,Lufthansa,,,Scheduled,01:50
UA8772,08:45,Bologna,United Airlines,,,Scheduled,01:50
SQ2114,08:45,Bologna,Singapore Airlines,,,Scheduled,01:50
NH6205,08:45,Bologna,ANA,,,Scheduled,01:50
LG1437,08:45,Bologna,Luxair,,,Scheduled,01:50
CA6125,08:45,Bologna,Air China,,,Scheduled,01:50
AC9147,08:45,Bologna,Air Canada,,,Scheduled,01:50
LH0270,08:45,Milan,Lufthansa,,,Scheduled,01:50
AC9037,08:45,Milan,Air Canada,,,Scheduled,01:50
UA9064,08:45,Milan,United Airlines,,,Scheduled,01:50
EN0270,08:45,Milan,Air Dolomiti,,,Scheduled,01:50
LH1030,08:45,Paris,Lufthansa,,,Scheduled,01:50
SA7556,08:45,Paris,South African Airways,,,Scheduled,01:50
UA8922,08:45,Paris,United Airlines,,,Scheduled,01:50
LX1069,08:45,Zurich,SWISS,,,Scheduled,01:50
LH5770,08:45,Zurich,Lufthansa,,,Scheduled,01:50
LH1234,08:50,Vienna,Lufthansa,,,Scheduled,01:50
UA8964,08:50,Vienna,United Airlines,,,Scheduled,01:50
TG7680,08:50,Vienna,Thai Airways International,,,Scheduled,01:50
SQ2042,08:50,Vienna,Singapore Airlines,,,Scheduled,01:50
SA7544,08:50,Vienna,South African Airways,,,Scheduled,01:50
OS7202,08:50,Vienna,Austrian,,,Scheduled,01:50
WY5534,08:50,Vienna,Oman Air,,,Scheduled,01:50
AC9158,08:50,Vienna,Air Canada,,,Scheduled,01:50
DE2114,08:50,Cancun,Condor,,,Scheduled,01:50
LH0048,08:55,Hanover,Lufthansa,,,Scheduled,01:50
UA8942,08:55,Hanover,United Airlines,,,Scheduled,01:50
TG7956,08:55,Hanover,Thai Airways International,,,Scheduled,01:50
SQ2034,08:55,Hanover,Singapore Airlines,,,Scheduled,01:50
SA7522,08:55,Hanover,South African Airways,,,Scheduled,01:50
CX6711,08:55,Hanover,Cathay Pacific,,,Scheduled,01:50
AC9229,08:55,Hanover,Air Canada,,,Scheduled,01:50
LH0324,08:55,Venice,Lufthansa,,,Scheduled,01:50
UA9078,08:55,Venice,United Airlines,,,Scheduled,01:50
NH6201,08:55,Venice,ANA,,,Scheduled,01:50
LG1517,08:55,Venice,Luxair,,,Scheduled,01:50
CA6093,08:55,Venice,Air China,,,Scheduled,01:50
AC9310,08:55,Venice,Air Canada,,,Scheduled,01:50
OS0278,08:55,Innsbruck,Austrian,,,Scheduled,01:50
LH1584,08:55,Innsbruck,Lufthansa,,,Scheduled,01:50
LH1358,08:55,Wroclaw,Lufthansa,,,Scheduled,01:50
UA9233,08:55,Wroclaw,United Airlines,,,Scheduled,01:50
LO5404,08:55,Wroclaw,LOT - Polish Airlines,,,Scheduled,01:50
AC9461,08:55,Wroclaw,Air Canada,,,Scheduled,01:50
LH1388,08:55,Poznan,Lufthansa,,,Scheduled,01:50
LO5504,08:55,Poznan,LOT - Polish Airlines,,,Scheduled,01:50
LH1074,08:55,Lyon,Lufthansa,,,Scheduled,01:50
AC9402,08:55,Lyon,Air Canada,,,Scheduled,01:50
UA8914,08:55,Lyon,United Airlines,,,Scheduled,01:50
SQ2098,08:55,Lyon,Singapore Airlines,,,Scheduled,01:50
NH5414,08:55,Lyon,ANA,,,Scheduled,01:50
ET1568,08:55,Lyon,Ethiopian Airlines,,,Scheduled,01:50
LH0156,09:05,Leipzig/Halle,Lufthansa,,,Scheduled,01:50
UA9056,09:05,Leipzig/Halle,United Airlines,,,Scheduled,01:50
SQ2032,09:05,Leipzig/Halle,Singapore Airlines,,,Scheduled,01:50
SA7526,09:05,Leipzig/Halle,South African Airways,,,Scheduled,01:50
AC9273,09:05,Leipzig/Halle,Air Canada,,,Scheduled,01:50
LH0988,09:05,Amsterdam,Lufthansa,,,Scheduled,01:50
UA9161,09:05,Amsterdam,United Airlines,,,Scheduled,01:50
AC9071,09:05,Amsterdam,Air Canada,,,Scheduled,01:50
SA7580,09:05,Amsterdam,South African Airways,,,Scheduled,01:50
LH0352,09:05,Bremen,Lufthansa,,,Scheduled,01:50
LG1443,09:05,Bremen,Luxair,,,Scheduled,01:50
SA7518,09:05,Bremen,South African Airways,,,Scheduled,01:50
UA9046,09:05,Bremen,United Airlines,,,Scheduled,01:50
AC9255,09:05,Bremen,Air Canada,,,Scheduled,01:50
SQ2030,09:05,Bremen,Singapore Airlines,,,Scheduled,01:50
LH1392,09:05,Prague,Lufthansa,,,Scheduled,01:50
AC9394,09:05,Prague,Air Canada,,,Scheduled,01:50
UA9580,09:05,Prague,United Airlines,,,Scheduled,01:50
LG1479,09:05,Prague,Luxair,,,Scheduled,01:50
TG7698,09:05,Prague,Thai Airways International,,,Scheduled,01:50
SQ2096,09:05,Prague,Singapore Airlines,,,Scheduled,01:50
NH6197,09:05,Prague,ANA,,,Scheduled,01:50
EY4179,09:05,Prague,Etihad Airways,,,Scheduled,01:50
ET1576,09:05,Prague,Ethiopian Airlines,,,Scheduled,01:50
LH8188,09:05,Chicago,Lufthansa,,,Scheduled,01:50
LH1214,09:10,Geneva,Lufthansa,,,Scheduled,01:50
AC9290,09:10,Geneva,Air Canada,,,Scheduled,01:50
UA9068,09:10,Geneva,United Airlines,,,Scheduled,01:50
SQ2046,09:10,Geneva,Singapore Airlines,,,Scheduled,01:50
SA7840,09:10,Geneva,South African Airways,,,Scheduled,01:50
LX3663,09:10,Geneva,SWISS,,,Scheduled,01:50
LH1470,09:10,Timisoara,Lufthansa,,,Scheduled,01:50
AZ0413,09:10,Milan,Alitalia,,,Scheduled,01:50
KM2667,09:10,Milan,Air Malta,,,Scheduled,01:50
OK0535,09:10,Prague,CSA,,,Scheduled,01:50
VN3032,09:10,Prague,Vietnam Airlines,,,Scheduled,01:50
QS8535,09:10,Prague,SmartWings,,,Scheduled,01:50
KE7696,09:10,Prague,Korean Air,,,Scheduled,01:50
EY8062,09:10,Prague,Etihad Airways,,,Scheduled,01:50
DL8750,09:10,Prague,Delta Air Lines,,,Scheduled,01:50
CI9061,09:10,Prague,China Airlines,,,Scheduled,01:50
LH0836,09:10,Billund,Lufthansa,,,Scheduled,01:50
UA9532,09:10,Billund,United Airlines,,,Scheduled,01:50
SQ2184,09:10,Billund,Singapore Airlines,,,Scheduled,01:50
NH5400,09:10,Billund,ANA,,,Scheduled,01:50
AC9563,09:10,Billund,Air Canada,,,Scheduled,01:50
OS0262,09:15,Salzburg,Austrian,,,Scheduled,01:50
LH1592,09:15,Salzburg,Lufthansa,,,Scheduled,01:50
LH1202,09:15,Basel", Switzerland/Mulhouse,Lufthansa,,,Scheduled,01:50
NH5404,09:15,Basel", Switzerland/Mulhouse,ANA,,,Scheduled,01:50
AC9010,09:15,Basel", Switzerland/Mulhouse,Air Canada,,,Scheduled,01:50
UA9329,09:15,Basel", Switzerland/Mulhouse,United Airlines,,,Scheduled,01:50
LX3911,09:15,Basel", Switzerland/Mulhouse,SWISS,,,Scheduled,01:50
CA6039,09:15,Basel", Switzerland/Mulhouse,Air China,,,Scheduled,01:50
LH0246,09:15,Milan,Lufthansa,,,Scheduled,01:50
AC9306,09:15,Milan,Air Canada,,,Scheduled,01:50
UA9140,09:15,Milan,United Airlines,,,Scheduled,01:50
SA7598,09:15,Milan,South African Airways,,,Scheduled,01:50
SQ2180,09:15,Milan,Singapore Airlines,,,Scheduled,01:50
LH0370,09:15,Friedrichshafen,Lufthansa,,,Scheduled,01:50
NH6223,09:15,Friedrichshafen,ANA,,,Scheduled,01:50
SA7538,09:15,Friedrichshafen,South African Airways,,,Scheduled,01:50
UA9576,09:15,Friedrichshafen,United Airlines,,,Scheduled,01:50
CA6225,09:15,Friedrichshafen,Air China,,,Scheduled,01:50
LH0206,09:15,Dresden,Lufthansa,,,Scheduled,01:50
CX6709,09:15,Dresden,Cathay Pacific,,,Scheduled,01:50
UA9050,09:15,Dresden,United Airlines,,,Scheduled,01:50
SQ2036,09:15,Dresden,Singapore Airlines,,,Scheduled,01:50
AC9261,09:15,Dresden,Air Canada,,,Scheduled,01:50
SA7532,09:15,Dresden,South African Airways,,,Scheduled,01:50
LH0098,09:15,Munich,Lufthansa,,,Scheduled,01:50
AC9006,09:15,Munich,Air Canada,,,Scheduled,01:50
OS0262,09:15,Salzburg,Austrian,,,Scheduled,01:50
LH1592,09:15,Salzburg,Lufthansa,,,Scheduled,01:50
LH1028,09:15,Paris,Lufthansa,,,Scheduled,01:50
UA9357,09:15,Paris,United Airlines,,,Scheduled,01:50
LH0228,09:15,Trieste,Lufthansa,,,Scheduled,01:50
LH0062,09:15,Muenster,Lufthansa,,,Scheduled,01:50
UA9501,09:15,Muenster,United Airlines,,,Scheduled,01:50
SA7514,09:15,Muenster,South African Airways,,,Scheduled,01:50
NH6229,09:15,Muenster,ANA,,,Scheduled,01:50
AC9567,09:15,Muenster,Air Canada,,,Scheduled,01:50
LH1250,09:20,Linz,Lufthansa,,,Scheduled,01:50
UA8888,09:20,Linz,United Airlines,,,Scheduled,01:50
SQ2102,09:20,Linz,Singapore Airlines,,,Scheduled,01:50
OS7212,09:20,Linz,Austrian,,,Scheduled,01:50
NH5452,09:20,Linz,ANA,,,Scheduled,01:50
AC9008,09:20,Linz,Air Canada,,,Scheduled,01:50
LH1008,09:25,Brussels,Lufthansa,,,Scheduled,01:50
WY5506,09:25,Brussels,Oman Air,,,Scheduled,01:50
UA8819,09:25,Brussels,United Airlines,,,Scheduled,01:50
SN7002,09:25,Brussels,Brussels Airlines,,,Scheduled,01:50
AC9318,09:25,Brussels,Air Canada,,,Scheduled,01:50
LH1316,09:25,Algiers,Lufthansa,,,Scheduled,01:50
AC9246,09:25,Algiers,Air Canada,,,Scheduled,01:50
LH0810,09:25,Gothenburg,Lufthansa,,,Scheduled,01:50
